Game_ID,Date,Season,Opponent,Home_Away_Neutral,Game_Type,Location,Davidson_Record_After,Opponent_Record_After,Davidson_Final_Points,Opponent_Final_Points,Result,Point_Differential,Overtime,Overtime_Periods,Davidson_First_Half_Points,Opponent_First_Half_Points,Davidson_Second_Half_Points,Opponent_Second_Half_Points,Halftime_Leader,Halftime_Margin,Second_Half_Differential,Comeback_Win,Blew_Halftime_Lead,Game_Flow_Tag,Davidson_FG_Made,Davidson_FG_Attempted,Davidson_FG_Percentage,Opponent_FG_Made,Opponent_FG_Attempted,Opponent_FG_Percentage,Davidson_3PT_Made,Davidson_3PT_Attempted,Davidson_3PT_Percentage,Opponent_3PT_Made,Opponent_3PT_Attempted,Opponent_3PT_Percentage,Davidson_FT_Made,Davidson_FT_Attempted,Davidson_FT_Percentage,Opponent_FT_Made,Opponent_FT_Attempted,Opponent_FT_Percentage,Davidson_Rebounds,Opponent_Rebounds,Rebound_Differential,Davidson_Offensive_Rebounds,Opponent_Offensive_Rebounds,Davidson_Defensive_Rebounds,Opponent_Defensive_Rebounds,Davidson_Assists,Opponent_Assists,Davidson_Turnovers,Opponent_Turnovers,Turnover_Differential,Davidson_Steals,Opponent_Steals,Davidson_Blocks,Opponent_Blocks,Davidson_Bench_Points,Opponent_Bench_Points,Bench_Point_Differential,Davidson_Points_In_Paint,Opponent_Points_In_Paint,Davidson_Points_Off_Turnovers,Opponent_Points_Off_Turnovers,Davidson_Second_Chance_Points,Opponent_Second_Chance_Points,Davidson_Fast_Break_Points,Opponent_Fast_Break_Points,Lead_Changes,Times_Tied,Davidson_Largest_Lead,Opponent_Largest_Lead,Game_Winning_Shot,Clutch_Game,Davidson_Technical_Fouls,Opponent_Technical_Fouls,Total_Technical_Fouls,Davidson_Flagrant_Fouls,Opponent_Flagrant_Fouls,Total_Flagrant_Fouls,Top_Scorer_Davidson,Top_Scorer_Davidson_Points,Top_Scorer_Davidson_Rebounds,Top_Scorer_Davidson_Assists,Top_Scorer_Davidson_Minutes,Second_Key_Player_Davidson,Second_Key_Player_Davidson_Statline,Third_Key_Player_Davidson,Third_Key_Player_Davidson_Statline,Top_Scorer_Opponent,Top_Scorer_Opponent_Points,Top_Scorer_Opponent_Rebounds,Top_Scorer_Opponent_Assists,Top_Scorer_Opponent_Minutes,Double_Doubles_Davidson,Triple_Doubles_Davidson,Double_Doubles_Opponent,Triple_Doubles_Opponent,Generated_Narrative_Target
20260000019,03/09/25,2024-25,La Salle,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,7-7,4-7,56,79,L,23,No,0,23,35,33,44,Opponent,12,-11,No,No,Blowout,33,64,51.6,29,59,49.2,9,30,30.0,4,10,40.0,10,12,83.3,17,24,70.8,36,27,9,11,6,25,21,17,14,17,14,3,11,4,7,5,20,15,5,30,25,9,16,15,6,12,12,5,8,16,16,Yes,No,0,0,0,0,1,1,"Davis,Daniel",19,3,2,40,"Hernandez,Ryan","18 pts, 6 reb, 6 ast","Lopez,Kevin","15 pts, 3 reb, 2 ast","Hernandez,David",21,9,6,34,0,0,0,0,"Despite a resilient effort, Davidson lost to La Salle 56-79. Davis,Daniel contributed a season-high 19 points and 3 rebounds for Davidson. Hernandez,Ryan gave Davidson a lift off the bench with 18 points. Davidson continued to compete and found positive stretches against La Salle.

The Wildcats capitalized on 11 steals to generate offense. Davidson will look to build on the positives from this performance."
20260000020,01/10/25,2024-25,Loyola Chicago,Neutral,Regular,Neutral Site,7-5,17-8,57,53,W,4,Yes,2,20,18,37,35,Davidson,2,2,No,No,Close,32,65,49.2,26,48,54.2,5,14,35.7,7,22,31.8,15,19,78.9,8,11,72.7,35,27,8,13,15,22,12,15,8,11,15,-4,10,11,3,6,21,17,4,32,33,20,13,15,14,4,14,7,2,15,8,No,No,1,1,2,0,1,1,"Williams,Joseph",26,6,6,37,"Jones,William","12 pts, 6 reb, 4 ast","Lopez,Gregory","7 pts, 6 reb, 1 ast","Lopez,Jeffrey",22,7,1,36,0,0,0,0,"Davidson showcased its depth in a win over Loyola Chicago. Williams,Joseph delivered a standout performance with 26 points. Davidson pushed the game beyond regulation and competed deep into overtime.

Davidson emphasized defensive pressure, collecting 10 steals. With the win, Davidson improves to 7-5."
20260000021,01/19/25,2024-25,Massachusetts,Home,Regular,John M. Belk Arena,20-4,10-3,64,54,W,10,Yes,1,29,26,35,28,Davidson,3,7,No,No,Standard,21,39,53.8,32,63,50.8,7,18,38.9,6,20,30.0,19,23,82.6,10,13,76.9,26,38,-12,10,15,16,23,17,15,17,12,5,10,6,4,5,25,14,11,31,38,15,15,9,11,12,12,8,3,11,24,Yes,No,1,0,1,1,1,2,"Jackson,Richard",18,6,1,30,"Rodriguez,Ryan","16 pts, 3 reb, 4 ast","Williams,Donald","12 pts, 3 reb, 1 ast","Thomas,John",20,10,3,32,0,0,1,0,"Davidson showcased its depth in a win over Massachusetts. Jackson,Richard paced Davidson with 18 points. Rodriguez,Ryan added important support with 16 pts, 3 reb, 4 ast. Davidson pushed the game beyond regulation and competed deep into overtime.

Davidson emphasized defensive pressure, collecting 10 steals. The result reflects Davidson’s strong execution."
20260000022,02/07/25,2024-25,Rhode Island,Home,Conference,John M. Belk Arena,5-6,6-14,76,59,W,17,No,0,25,23,51,36,Davidson,2,15,No,No,Blowout,35,65,53.8,20,39,51.3,12,34,35.3,4,10,40.0,8,11,72.7,10,14,71.4,44,41,3,11,6,33,35,19,11,12,9,3,3,6,7,8,12,11,1,35,39,16,8,15,13,13,7,4,4,18,5,No,No,0,2,2,1,0,1,"Lee,William",26,3,5,25,"Taylor,Nicholas","8 pts, 7 reb, 4 ast","Anderson,Kenneth","5 pts, 3 reb, 1 ast","Anderson,George",25,3,5,35,0,0,0,0,"Davidson showcased its depth in a win over Rhode Island. Lee,William delivered a standout performance with 26 points. Taylor,Nicholas added important support with 8 pts, 7 reb, 4 ast. Davidson remained within striking distance late and continued to fight through the final possessions.

Davidson protected the rim effectively with 7 blocks. Davidson continues to build momentum with another strong performance."
20260000023,12/05/24,2024-25,Richmond,Home,Conference,John M. Belk Arena,15-3,17-12,85,90,L,5,No,0,40,34,45,56,Davidson,6,-11,No,Yes,Close,22,41,53.7,25,65,38.5,8,28,28.6,7,17,41.2,13,15,86.7,16,23,69.6,42,40,2,9,5,33,35,16,12,13,8,5,8,7,2,6,23,20,3,34,32,13,10,12,12,9,12,6,8,7,18,Yes,No,1,2,3,0,1,1,"Martinez,Richard",17,7,6,34,"Wilson,Ryan","17 pts, 7 reb, 4 ast","Miller,Ryan","10 pts, 4 reb, 1 ast","Harris,Joshua",23,8,3,26,0,0,0,0,"Davidson delivered a competitive performance against Richmond. Martinez,Richard sparked the Wildcats with 17 points and 6 assists. Davidson displayed composure in the clutch, making key plays late.

Davidson shot 53.7% from the field, showing efficient offensive execution. The close result showed Davidson’s ability to compete deep into the game."
20260000024,11/20/24,2024-25,Saint Joseph's,Neutral,Tournament,Atlantic 10 Tournament Neutral Site,16-9,8-1,64,88,L,24,No,0,28,30,36,58,Opponent,2,-22,No,No,Blowout,24,58,41.4,30,61,49.2,10,29,34.5,4,11,36.4,18,24,75.0,13,19,68.4,27,43,-16,7,13,20,30,21,14,13,18,-5,7,6,2,1,15,23,-8,36,32,16,9,9,9,11,7,6,7,20,11,Yes,No,0,0,0,1,0,1,"Perez,Ryan",17,7,6,36,"Gonzalez,David","16 pts, 6 reb, 3 ast","Perez,Brian","7 pts, 6 reb, 2 ast","Lewis,Scott",22,5,1,31,0,0,0,0,"Davidson showed flashes of strong play despite the result against Saint Joseph's. Perez,Ryan contributed a season-high 17 points and 7 rebounds for Davidson. The game was a back-and-forth affair with multiple lead changes.

Davidson turned defense into offense with 16 points off turnovers. This performance highlights Davidson’s potential moving forward."
20260000025,12/06/24,2024-25,Saint Louis,Home,Conference,John M. Belk Arena,16-9,14-8,90,58,W,32,No,0,32,20,58,38,Davidson,12,20,No,No,Blowout,29,60,48.3,29,58,50.0,11,27,40.7,5,17,29.4,13,16,81.2,15,21,71.4,41,36,5,7,13,34,23,15,20,10,14,-4,11,3,2,3,19,13,6,25,30,19,11,10,13,8,5,6,3,25,22,No,No,0,2,2,1,0,1,"Martin,Christopher",19,4,6,35,"Robinson,Robert","8 pts, 2 reb, 1 ast","Lopez,Kenneth","15 pts, 2 reb, 4 ast","White,Michael",21,10,3,34,0,0,1,0,"Davidson used a balanced attack to overcome Saint Louis. Martin,Christopher had a well-rounded game with 19 points, 4 rebounds and 6 assists. Davidson built a 12-point lead by halftime and maintained control from there.

Davidson capitalized on second-chance opportunities, adding 10 second-chance points. Davidson built a 12-point lead by halftime and maintained control from there. With the win, Davidson improves to 16-9."
20260000026,03/04/25,2024-25,St. Bonaventure,Home,Tournament,John M. Belk Arena,14-8,5-12,58,60,L,2,Yes,2,26,27,32,33,Opponent,1,-1,No,No,Close,26,56,46.4,20,46,43.5,10,25,40.0,9,22,40.9,10,12,83.3,16,22,72.7,35,32,3,12,6,23,26,18,15,11,10,1,4,3,5,7,29,21,8,27,25,13,17,10,8,6,11,10,5,20,14,No,Yes,0,0,0,1,1,2,"Garcia,Mark",26,2,1,34,"Moore,Nicholas","12 pts, 6 reb, 1 ast","Walker,Richard","11 pts, 2 reb, 3 ast","Harris,Scott",26,8,3,26,0,0,0,0,"Davidson battled in a tightly contested matchup against St. Bonaventure, falling 58-60. Garcia,Mark led the way with 26 points, 2 rebounds and 1 assists. Moore,Nicholas chipped in 12 pts, 6 reb, 1 ast, providing valuable support. Davidson received a spark from its bench, which contributed 29 points. Davidson rallied from a 1-point halftime deficit to tie the game.

Davidson protected the rim effectively with 5 blocks. This performance highlights Davidson’s potential moving forward."
20260000027,02/11/25,2024-25,VCU,Home,Tournament,John M. Belk Arena,11-6,12-2,79,82,L,3,Yes,2,39,36,40,46,Davidson,3,-6,No,Yes,Close,23,54,42.6,19,43,44.2,10,27,37.0,9,23,39.1,11,14,78.6,14,19,73.7,26,26,0,7,10,19,16,25,16,15,10,5,12,11,3,6,29,18,11,25,32,17,19,9,14,9,12,10,6,20,23,No,Yes,1,0,1,1,1,2,"Lee,Thomas",28,6,7,25,"White,Nicholas","12 pts, 7 reb, 5 ast","Thompson,Donald","5 pts, 5 reb, 4 ast","Miller,Larry",16,5,1,28,0,0,0,0,"Despite a resilient effort, Davidson lost to VCU 79-82. Lee,Thomas delivered a standout performance with 28 points. Davidson rallied from a 3-point halftime deficit to tie the game.

Davidson emphasized defensive pressure, collecting 12 steals. Davidson will look to build on the positives from this performance."
20260000028,12/19/24,2024-25,Dayton,Home,Conference,John M. Belk Arena,18-3,16-12,68,76,L,8,No,0,34,34,34,42,Opponent,0,-8,No,No,Standard,35,61,57.4,29,58,50.0,7,19,36.8,9,21,42.9,15,19,78.9,13,15,86.7,39,42,-3,10,13,29,29,21,18,18,18,0,7,12,8,4,17,16,1,37,29,11,12,9,8,11,9,9,4,22,13,No,No,0,2,2,1,1,2,"Robinson,Joshua",19,6,1,34,"Gonzalez,William","13 pts, 5 reb, 6 ast","Rodriguez,Nicholas","8 pts, 2 reb, 3 ast","Hall,Steven",16,3,5,32,0,0,0,0,"Davidson delivered a competitive performance against Dayton. Robinson,Joshua had a well-rounded game with 19 points, 6 rebounds and 1 assists. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson protected the rim effectively with 8 blocks. Despite the loss, Davidson showed progress and will build on these lessons."
20260000029,01/02/25,2024-25,Duquesne,Home,Tournament,John M. Belk Arena,12-4,4-2,81,71,W,10,No,0,34,24,47,47,Davidson,10,0,No,No,Standard,24,60,40.0,26,48,54.2,7,20,35.0,11,32,34.4,11,13,84.6,12,18,66.7,45,26,19,6,15,39,11,17,16,8,10,-2,9,5,1,7,25,13,12,29,21,8,12,14,14,5,9,6,5,25,22,No,No,0,2,2,1,1,2,"Davis,Thomas",25,4,6,39,"Lopez,Kenneth","19 pts, 3 reb, 1 ast","Harris,Gregory","9 pts, 5 reb, 2 ast","Miller,Timothy",27,8,5,35,0,0,0,0,"Davidson relied on strong defense to defeat Duquesne. Davis,Thomas led the way with 25 points, 4 rebounds and 6 assists. Lopez,Kenneth added important support with 19 pts, 3 reb, 1 ast. Harris,Gregory also contributed with 9 pts, 5 reb, 2 ast. Davidson built a 10-point lead by halftime and maintained control from there.

Davidson took advantage at the free-throw line, converting 84.6% of its attempts. Davidson built a 10-point lead by halftime and maintained control from there. With the win, Davidson improves to 12-4."
20260000030,11/23/24,2024-25,Fordham,Away,Tournament,Rose Hill Gym,10-3,18-6,70,50,W,20,Yes,2,26,23,44,27,Davidson,3,17,No,No,Blowout,28,47,59.6,22,46,47.8,5,15,33.3,9,24,37.5,8,10,80.0,15,22,68.2,37,41,-4,9,6,28,35,19,13,17,11,6,6,5,8,3,24,19,5,33,37,15,20,13,15,7,7,3,6,19,21,No,No,0,2,2,0,0,0,"Robinson,Jacob",21,10,2,30,"Martinez,Ryan","9 pts, 7 reb, 2 ast","Gonzalez,Eric","6 pts, 5 reb, 4 ast","Lewis,John",21,4,5,38,1,0,0,0,"Davidson showcased its depth in a win over Fordham. Robinson,Jacob led the way with 21 points, 10 rebounds and 2 assists. Gonzalez,Eric also contributed with 6 pts, 5 reb, 4 ast. Davidson pushed the game beyond regulation and competed deep into overtime.

Davidson found success inside, scoring 33 points in the paint. With the win, Davidson improves to 10-3."
20260000031,02/25/25,2024-25,George Mason,Neutral,Regular,Neutral Site,19-5,3-7,71,50,W,21,No,0,26,25,45,25,Davidson,1,20,No,No,Blowout,22,54,40.7,23,46,50.0,5,11,45.5,5,12,41.7,15,23,65.2,14,22,63.6,29,45,-16,15,11,14,34,21,22,14,15,-1,9,9,2,3,30,19,11,23,25,16,14,13,7,7,4,2,4,19,22,No,No,2,1,3,0,0,0,"Hernandez,Joshua",19,6,2,28,"Johnson,Jason","17 pts, 8 reb, 1 ast","Garcia,Mark","6 pts, 1 reb, 1 ast","Hernandez,John",17,2,4,39,0,0,0,0,"Davidson showcased its depth in a win over George Mason. Hernandez,Joshua had a well-rounded game with 19 points, 6 rebounds and 2 assists. Garcia,Mark also contributed with 6 pts, 1 reb, 1 ast. Davidson built a 1-point lead by halftime and maintained control from there.

Davidson excelled from beyond the arc, hitting 5 of 11 from three-point range. Davidson stayed composed in crunch time and made key plays down the stretch. Davidson continues to build momentum with another strong performance."
20260000032,12/30/24,2024-25,George Washington,Neutral,Regular,Neutral Site,9-9,12-4,91,70,W,21,No,0,40,26,51,44,Davidson,14,7,No,No,Blowout,29,50,58.0,28,60,46.7,11,33,33.3,4,11,36.4,17,20,85.0,10,13,76.9,38,42,-4,12,5,26,37,21,18,18,14,4,11,8,7,7,14,17,-3,32,25,20,16,12,8,7,8,4,8,19,6,No,No,1,2,3,0,1,1,"Garcia,Kenneth",21,7,6,27,"Hall,Ryan","13 pts, 2 reb, 5 ast","Harris,Paul","5 pts, 3 reb, 4 ast","Lee,Robert",27,3,2,31,0,0,0,0,"Davidson used a balanced attack to overcome George Washington. Garcia,Kenneth led the way with 21 points, 7 rebounds and 6 assists. Hall,Ryan added important support with 13 pts, 2 reb, 5 ast. Davidson built a 14-point lead by halftime and maintained control from there.

Davidson found success inside, scoring 32 points in the paint. With the win, Davidson improves to 9-9."
20260000033,03/03/25,2024-25,La Salle,Home,Conference,John M. Belk Arena,5-4,9-12,62,80,L,18,No,0,31,35,31,45,Opponent,4,-14,No,No,Blowout,26,54,48.1,21,44,47.7,9,26,34.6,9,28,32.1,13,17,76.5,15,21,71.4,40,35,5,8,10,32,25,20,14,8,17,-9,6,5,1,5,27,21,6,29,24,11,13,8,11,13,7,9,6,25,15,No,No,1,2,3,1,1,2,"Miller,Joshua",20,4,6,40,"Miller,John","16 pts, 2 reb, 1 ast","Robinson,John","5 pts, 4 reb, 2 ast","Robinson,Donald",15,4,1,31,0,0,0,0,"Despite a resilient effort, Davidson lost to La Salle 62-80. Miller,Joshua paced Davidson with 20 points. Miller,John added important support with 16 pts, 2 reb, 1 ast. Davidson adjusted well after halftime and outscored La Salle 31-45 in the second half.

Davidson moved the ball well, finishing with 20 assists. Despite the loss, Davidson showed progress and will build on these lessons."
20260000034,03/10/25,2024-25,Loyola Chicago,Away,Conference,Gentile Arena,20-8,3-1,89,85,W,4,Yes,1,29,36,60,49,Opponent,7,11,Yes,No,Close,28,55,50.9,22,57,38.6,11,26,42.3,6,20,30.0,9,12,75.0,11,17,64.7,41,33,8,10,9,31,24,22,9,13,14,-1,10,12,4,4,19,10,9,40,40,20,8,6,11,10,10,10,5,6,25,Yes,No,2,0,2,0,1,1,"Walker,Jeffrey",25,3,5,26,"Garcia,Mark","19 pts, 6 reb, 4 ast","Rodriguez,Robert","6 pts, 6 reb, 3 ast","Perez,Robert",16,7,1,31,0,0,0,0,"Davidson used a balanced attack to overcome Loyola Chicago. Walker,Jeffrey delivered a standout performance with 25 points. Garcia,Mark added important support with 19 pts, 6 reb, 4 ast. Rodriguez,Robert also contributed with 6 pts, 6 reb, 3 ast. Davidson pushed the game beyond regulation and competed deep into overtime.

Davidson shot 50.9% from the field, showing efficient offensive execution. Davidson will look to carry this momentum forward."
20260000035,03/31/25,2024-25,Massachusetts,Home,Tournament,John M. Belk Arena,7-5,8-10,70,86,L,16,Yes,2,29,32,41,54,Opponent,3,-13,No,No,Blowout,22,44,50.0,23,59,39.0,11,34,32.4,5,15,33.3,20,25,80.0,17,24,70.8,35,25,10,15,9,20,16,24,15,11,13,-2,11,9,7,3,28,20,8,22,39,12,20,8,6,5,8,4,5,25,9,No,No,1,1,2,0,0,0,"Smith,Brian",29,7,7,33,"Brown,Charles","9 pts, 3 reb, 4 ast","Hernandez,Jacob","11 pts, 1 reb, 1 ast","Williams,Joshua",22,3,5,35,0,0,0,0,"Davidson delivered a competitive performance against Massachusetts. Smith,Brian led the way with 29 points, 7 rebounds and 7 assists. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson protected the rim effectively with 7 blocks. This performance highlights Davidson’s potential moving forward."
20260000036,02/07/25,2024-25,Rhode Island,Home,Conference,John M. Belk Arena,17-2,10-10,88,60,W,28,No,0,41,22,47,38,Davidson,19,9,No,No,Blowout,24,53,45.3,22,47,46.8,6,19,31.6,8,24,33.3,15,18,83.3,13,20,65.0,32,45,-13,12,14,20,31,16,15,9,10,-1,7,3,7,6,29,20,9,30,34,13,14,15,14,6,8,7,6,11,20,No,No,0,1,1,1,1,2,"Harris,Eric",22,7,4,33,"Robinson,Timothy","13 pts, 2 reb, 5 ast","Davis,Daniel","15 pts, 5 reb, 1 ast","Harris,Gary",25,5,4,34,0,0,0,0,"Davidson showcased its depth in a win over Rhode Island. Harris,Eric paced Davidson with 22 points. Davidson received a spark from its bench, which contributed 29 points. Davidson built a 19-point lead by halftime and maintained control from there.

Davidson found success inside, scoring 30 points in the paint. The result reflects Davidson’s strong execution."
20260000037,11/18/24,2024-25,Richmond,Away,Tournament,Robins Center,9-5,10-5,64,77,L,13,Yes,1,28,34,36,43,Opponent,6,-7,No,No,Standard,35,68,51.5,26,56,46.4,11,30,36.7,9,24,37.5,20,26,76.9,18,22,81.8,28,32,-4,15,15,13,17,21,10,18,17,1,3,12,7,6,23,11,12,20,23,12,11,13,13,12,13,5,5,16,17,No,No,2,2,4,0,1,1,"Smith,Nicholas",18,6,4,27,"Brown,Joseph","13 pts, 4 reb, 3 ast","Hernandez,Mark","13 pts, 4 reb, 3 ast","Moore,Richard",21,9,3,27,0,0,0,0,"Davidson pushed Richmond to the finish in a close contest. Smith,Nicholas had a well-rounded game with 18 points, 6 rebounds and 4 assists. Brown,Joseph chipped in 13 pts, 4 reb, 3 ast, providing valuable support. Hernandez,Mark also made an impact with 13 pts, 4 reb, 3 ast. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson moved the ball well, finishing with 21 assists. Davidson will look to build on the positives from this performance."
20260000038,01/16/25,2024-25,Saint Joseph's,Home,Tournament,John M. Belk Arena,5-6,6-11,65,83,L,18,No,0,29,29,36,54,Opponent,0,-18,No,No,Blowout,30,59,50.8,25,60,41.7,11,28,39.3,6,16,37.5,14,19,73.7,17,21,81.0,39,43,-4,11,11,28,32,10,19,11,11,0,7,4,2,3,21,18,3,26,34,9,12,15,12,12,14,7,6,17,24,No,No,2,0,2,1,1,2,"Walker,Gary",20,6,5,27,"Lee,Charles","13 pts, 2 reb, 2 ast","Wilson,Thomas","7 pts, 3 reb, 2 ast","Martin,Larry",20,4,5,37,0,0,0,0,"Davidson delivered a competitive performance against Saint Joseph's. Walker,Gary sparked the Wildcats with 20 points and 5 assists. After trailing at halftime, Davidson responded with better execution and energy in the second half.

Davidson capitalized on second-chance opportunities, adding 15 second-chance points. Davidson showed resilience and will aim to build from the positive stretches in this game."
20260000039,02/17/25,2024-25,Saint Louis,Home,Conference,John M. Belk Arena,10-9,8-8,73,58,W,15,No,0,29,26,44,32,Davidson,3,12,No,No,Blowout,21,37,56.8,18,39,46.2,8,19,42.1,11,33,33.3,15,20,75.0,15,21,71.4,27,43,-16,5,8,22,35,19,8,12,11,1,11,7,3,8,28,23,5,37,36,9,17,6,9,12,9,10,8,6,19,Yes,No,1,0,1,0,1,1,"Walker,Robert",29,6,3,27,"Hernandez,Thomas","20 pts, 8 reb, 2 ast","Davis,Joshua","14 pts, 6 reb, 4 ast","Miller,Charles",26,5,2,26,0,0,0,0,"Davidson used a balanced attack to overcome Saint Louis. Walker,Robert delivered a standout performance with 29 points. Hernandez,Thomas added important support with 20 pts, 8 reb, 2 ast. Davidson received a spark from its bench, which contributed 28 points. Davidson executed well in key moments down the stretch.

Davidson found success in transition with 12 fast-break points. Davidson continued to compete and found positive stretches against Saint Louis. Davidson continues to build momentum with another strong performance."
20260000040,03/26/25,2024-25,St. Bonaventure,Away,Tournament,Reilly Center,10-6,12-5,91,67,W,24,No,0,33,24,58,43,Davidson,9,15,No,No,Blowout,33,57,57.9,22,42,52.4,7,18,38.9,6,19,31.6,19,26,73.1,11,14,78.6,37,40,-3,7,14,30,26,18,18,14,14,0,10,4,2,7,26,16,10,31,34,15,13,14,5,5,11,7,8,7,22,No,No,0,1,1,0,1,1,"Rodriguez,Kevin",24,7,5,29,"Thompson,Eric","20 pts, 4 reb, 6 ast","Clark,John","5 pts, 1 reb, 4 ast","Smith,Thomas",28,4,4,39,0,0,0,0,"Davidson showcased its depth in a win over St. Bonaventure. Rodriguez,Kevin led the way with 24 points, 7 rebounds and 5 assists. Clark,John also contributed with 5 pts, 1 reb, 4 ast. Davidson built a 9-point lead by halftime and maintained control from there.

Davidson turned defense into offense with 15 points off turnovers. Davidson will look to carry this momentum forward."
20260000041,11/01/24,2024-25,VCU,Away,Regular,Stuart C. Siegel Center,9-5,8-14,72,55,W,17,No,0,29,22,43,33,Davidson,7,10,No,No,Blowout,22,46,47.8,32,65,49.2,5,14,35.7,8,21,38.1,20,28,71.4,18,29,62.1,28,25,3,8,12,20,13,12,10,17,11,6,11,10,1,1,20,11,9,33,24,15,9,8,11,5,5,3,4,16,14,Yes,No,1,0,1,0,0,0,"Martin,James",20,9,3,31,"Lopez,Joseph","14 pts, 6 reb, 6 ast","Hernandez,Mark","6 pts, 1 reb, 2 ast","Clark,Thomas",23,8,3,38,0,0,0,0,"Davidson relied on strong defense to defeat VCU. Martin,James paced Davidson with 20 points. Lopez,Joseph added important support with 14 pts, 6 reb, 6 ast. Davidson received a spark from its bench, which contributed 20 points. Hernandez,Mark also contributed with 6 pts, 1 reb, 2 ast. Davidson built a 7-point lead by halftime and maintained control from there.

Davidson found success inside, scoring 33 points in the paint. The result reflects Davidson’s strong execution."
20260000042,01/20/25,2024-25,Dayton,Home,Regular,John M. Belk Arena,7-4,12-13,56,69,L,13,No,0,26,32,30,37,Opponent,6,-7,No,No,Standard,26,47,55.3,22,45,48.9,8,22,36.4,5,16,31.2,18,23,78.3,16,19,84.2,25,36,-11,10,7,15,29,22,21,17,14,3,8,11,3,8,12,8,4,38,22,8,12,8,5,4,10,10,4,25,21,No,No,1,2,3,1,0,1,"Lopez,Joseph",23,3,3,27,"Martin,Mark","20 pts, 3 reb, 5 ast","Martinez,Timothy","14 pts, 6 reb, 1 ast","Wilson,Jeffrey",25,5,1,32,0,0,0,0,"Davidson showed flashes of strong play despite the result against Dayton. Lopez,Joseph led the way with 23 points, 3 rebounds and 3 assists. Martin,Mark added important support with 20 pts, 3 reb, 5 ast. After a slow start, Davidson found its rhythm in the second half and outscored Dayton.

Davidson shot 55.3% from the field, showing efficient offensive execution. Despite the loss, Davidson showed progress and will build on these lessons."
20260000043,11/23/24,2024-25,Duquesne,Away,Regular,UPMC Cooper Fieldhouse,6-5,8-2,55,58,L,3,No,0,18,21,37,37,Opponent,3,0,No,No,Close,35,59,59.3,26,56,46.4,9,29,31.0,6,16,37.5,12,14,85.7,9,11,81.8,25,35,-10,11,9,14,26,12,12,17,18,-1,4,10,8,6,11,23,-12,38,25,13,10,9,6,13,14,3,3,21,5,Yes,Yes,0,0,0,0,1,1,"Anderson,Larry",19,4,7,26,"Jackson,Jason","11 pts, 4 reb, 2 ast","Thomas,Kevin","9 pts, 1 reb, 3 ast","Brown,Jacob",24,2,2,32,0,0,0,0,"Davidson delivered a competitive performance against Duquesne. Anderson,Larry had a well-rounded game with 19 points, 4 rebounds and 7 assists. Jackson,Jason added important support with 11 pts, 4 reb, 2 ast. After trailing at halftime, Davidson responded with better execution and energy in the second half.

Davidson took advantage at the free-throw line, converting 85.7% of its attempts. This performance highlights Davidson’s potential moving forward."
20260000044,03/13/25,2024-25,Fordham,Home,Conference,John M. Belk Arena,19-5,12-6,60,85,L,25,Yes,1,25,31,35,54,Opponent,6,-19,No,No,Blowout,29,57,50.9,22,44,50.0,8,22,36.4,11,26,42.3,20,29,69.0,16,20,80.0,32,29,3,5,11,27,18,10,11,16,13,3,3,8,1,7,19,11,8,26,36,11,14,12,5,6,8,3,2,12,21,No,No,2,1,3,1,0,1,"Thompson,Richard",19,8,1,26,"Thomas,Charles","11 pts, 4 reb, 3 ast","Walker,Kevin","11 pts, 6 reb, 3 ast","Martinez,Ryan",18,5,1,31,0,0,0,0,"Davidson battled in a tightly contested matchup against Fordham, falling 60-85. Thompson,Richard had a well-rounded game with 19 points, 8 rebounds and 1 assists. Walker,Kevin also contributed with 11 pts, 6 reb, 3 ast. Davidson stayed composed in crunch time and made key plays down the stretch.

Davidson turned defense into offense with 11 points off turnovers. Davidson showed resilience and will aim to build from the positive stretches in this game."
20260000045,12/05/24,2024-25,George Mason,Neutral,Regular,Neutral Site,8-3,17-8,75,76,L,1,No,0,33,30,42,46,Davidson,3,-4,No,Yes,Close,26,53,49.1,25,59,42.4,6,20,30.0,8,20,40.0,19,24,79.2,11,14,78.6,35,29,6,6,8,29,21,21,14,16,8,8,7,7,3,1,22,22,0,37,37,11,9,12,6,6,5,2,2,12,9,Yes,Yes,1,1,2,0,1,1,"Hall,David",15,3,2,39,"Lewis,Charles","9 pts, 8 reb, 3 ast","Brown,Robert","12 pts, 1 reb, 2 ast","Hall,Jeffrey",27,8,4,25,0,0,0,0,"Davidson pushed George Mason to the finish in a close contest. Hall,David contributed a season-high 15 points and 3 rebounds for Davidson. Lewis,Charles added important support with 9 pts, 8 reb, 3 ast. Lewis,Charles gave Davidson a lift off the bench with 9 points. Davidson adjusted well after halftime and outscored George Mason 42-46 in the second half.

Davidson moved the ball well, finishing with 21 assists. This performance highlights Davidson’s potential moving forward."
